1.000000e+02	1.085615e-03
1.575468e+02	7.546543e-04
2.482098e+02	5.245904e-04
3.910466e+02	3.646638e-04
6.160812e+02	2.534923e-04
9.706160e+02	1.762125e-04
1.529174e+03	1.224922e-04
2.409164e+03	8.514902e-05
3.795560e+03	5.919027e-05
5.979782e+03	4.114527e-05
9.420954e+03	2.860145e-05
1.484241e+04	1.988170e-05
2.338373e+04	1.382022e-05
3.684031e+04	9.606616e-06
5.804072e+04	6.677531e-06
9.144128e+04	4.641367e-06
1.440628e+05	3.225905e-06
2.269663e+05	2.241913e-06
3.575780e+05	1.557849e-06
5.633525e+05	1.082273e-06
8.875437e+05	7.516196e-07
1.398296e+06	5.217029e-07
2.202971e+06	3.618070e-07
3.470709e+06	2.505804e-07
5.467990e+06	1.731814e-07
8.614641e+06	1.192949e-07
1.357209e+07	8.175353e-08
2.138239e+07	5.558062e-08
3.368726e+07	3.732583e-08
5.307318e+07	2.460425e-08
8.361508e+07	1.577589e-08
1.317329e+08	9.719525e-09
2.075409e+08	5.666883e-09
3.269739e+08	3.074844e-09
5.151368e+08	1.529527e-09
8.115813e+08	6.911653e-10
1.278620e+09	2.836934e-10
2.014425e+09	1.067195e-10
3.173661e+09	3.734668e-11
5.000000e+09	1.236355e-11
