1.000000e+02	8.017771e-10
1.575468e+02	8.390629e-10
2.482098e+02	8.780824e-10
3.910466e+02	9.189163e-10
6.160812e+02	9.616488e-10
9.706160e+02	1.006368e-09
1.529174e+03	1.053166e-09
2.409164e+03	1.102138e-09
3.795560e+03	1.153385e-09
5.979782e+03	1.207011e-09
9.420954e+03	1.263123e-09
1.484241e+04	1.321833e-09
2.338373e+04	1.383253e-09
3.684031e+04	1.447496e-09
5.804072e+04	1.514672e-09
9.144128e+04	1.584882e-09
1.440628e+05	1.658210e-09
2.269663e+05	1.734704e-09
3.575780e+05	1.814354e-09
5.633525e+05	1.897048e-09
8.875437e+05	1.982502e-09
1.398296e+06	2.070144e-09
2.202971e+06	2.158939e-09
3.470709e+06	2.247087e-09
5.467990e+06	2.331577e-09
8.614641e+06	2.407504e-09
1.357209e+07	2.467114e-09
2.138239e+07	2.498625e-09
3.368726e+07	2.485174e-09
5.307318e+07	2.404901e-09
8.361508e+07	2.234234e-09
1.317329e+08	1.957119e-09
2.075409e+08	1.580550e-09
3.269739e+08	1.148128e-09
5.151368e+08	7.337500e-10
8.115813e+08	4.070428e-10
1.278620e+09	1.959723e-10
2.014425e+09	8.297298e-11
3.173661e+09	3.158094e-11
5.000000e+09	1.107574e-11
