1.000000e+02	1.535532e-07
1.603719e+02	1.979763e-07
2.571914e+02	2.441381e-07
4.124626e+02	2.941026e-07
6.614741e+02	3.159517e-07
1.060818e+03	2.954933e-07
1.701254e+03	2.313929e-07
2.728333e+03	1.777783e-07
4.375479e+03	1.417192e-07
7.017038e+03	1.147266e-07
1.125336e+04	9.155103e-08
1.804722e+04	7.703982e-08
2.894266e+04	6.622152e-08
4.641589e+04	5.986441e-08
7.443803e+04	6.340975e-08
1.193777e+05	7.244873e-08
1.914482e+05	9.965737e-08
3.070291e+05	1.347841e-07
4.923883e+05	1.974685e-07
7.896523e+05	2.966048e-07
1.266380e+06	4.303708e-07
2.030918e+06	6.229907e-07
3.257021e+06	8.971729e-07
5.223345e+06	1.279125e-06
8.376776e+06	1.806259e-06
1.343399e+07	2.530937e-06
2.154435e+07	3.549965e-06
3.455107e+07	4.930191e-06
5.541020e+07	6.513390e-06
8.886238e+07	7.733360e-06
1.425103e+08	7.581633e-06
2.285464e+08	5.499643e-06
3.665241e+08	2.889276e-06
5.878016e+08	1.183258e-06
9.426685e+08	3.995747e-07
1.511775e+09	1.113053e-07
2.424462e+09	2.656397e-08
3.888155e+09	5.262029e-09
6.235507e+09	8.210579e-10
1.000000e+10	1.167761e-10
