256
0.094232	10.237736
0.104966	9.915975
0.116923	9.604327
0.130242	10.770754
0.145078	12.514539
0.161605	14.540643
0.180013	16.872570
0.200519	19.475468
0.223361	21.961033
0.248804	23.896427
0.277146	26.002384
0.308716	28.293936
0.343882	29.332114
0.383055	29.975154
0.426689	30.632292
0.475294	31.303836
0.529436	31.990102
0.589745	32.556336
0.656924	32.825653
0.731756	33.097198
0.815112	33.370989
0.907963	33.647044
1.011390	33.925384
1.126600	34.337024
1.254933	34.901424
1.397885	35.475100
1.557121	36.058206
1.734496	36.745344
1.932076	38.310717
2.152162	39.942775
2.397319	41.644360
2.670403	43.418433
2.974593	45.271814
3.313435	47.588916
3.690875	50.024611
4.111310	52.584971
4.579638	55.276375
5.101314	57.893114
5.682414	60.080668
6.329710	62.350882
7.050739	64.706877
7.853903	67.151897
8.748557	69.509184
9.745122	71.172264
10.855209	72.875134
12.091747	74.618747
13.469142	76.274019
15.003439	77.388846
16.712511	78.519966
18.616266	79.667619
20.736882	79.273391
23.099062	78.722953
25.730322	78.176336
28.661314	76.744092
31.926182	74.810130
35.562957	72.924904
39.614004	71.087186
44.126514	69.295779
49.153054	67.549515
54.752176	65.847258
60.989106	63.610327
67.936496	60.219831
75.675278	57.010051
84.295600	54.635301
93.897879	52.580381
104.593974	50.602749
116.508482	48.594918
129.780196	45.587417
144.563717	42.766048
161.031258	40.119291
179.374649	37.672587
199.807573	36.024465
222.568052	34.448445
247.921223	32.941374
276.162424	31.377553
307.620636	29.705097
342.662316	28.121785
381.695664	27.529489
425.175378	27.143751
473.607953	26.763418
527.557579	26.363181
587.652714	25.947440
654.593407	25.538255
729.159447	25.135523
812.219453	24.950364
904.740990	25.966987
1007.801841	27.025032
1122.602558	28.126188
1250.480453	29.272212
1392.925175	30.732716
1551.596058	32.651905
1728.341459	34.690944
1925.220280	36.857315
2144.525961	39.158972
2388.813189	41.604362
2660.927662	43.864601
2964.039237	46.239386
3301.678856	48.742739
3677.779678	51.381621
4096.722893	54.163370
4563.388766	57.057786
5083.213479	59.903307
5662.252461	62.890737
6307.250928	66.027153
7025.722456	69.319985
7826.036509	72.777033
8717.515930	76.439724
9710.545551	80.352062
10816.693155	84.464642
12048.844238	88.787711
13421.352108	93.332044
14950.205085	97.046472
16653.212754	100.248747
18550.213421	103.556688
20663.305217	106.973782
23017.103512	110.587201
25639.027663	114.572958
28559.620423	118.702368
31812.903726	122.980609
35436.775017	126.621172
39473.448712	128.012160
43969.947955	129.418429
48978.652392	130.840146
54557.908338	132.277482
60772.708452	129.621248
67695.448838	126.479520
75406.772384	123.413940
83996.508170	120.422663
93564.717884	117.296987
104222.861444	112.885260
116095.095387	108.639465
129319.719168	104.553362
144050.786212	98.582370
160459.898472	90.814467
178738.205426	83.658645
199098.630767	77.962234
221778.352753	72.749893
247041.567089	67.886034
275182.564538	63.347360
306529.159113	58.648832
341446.506774	53.864296
380341.359123	49.470080
423666.801651	45.434341
471927.531718	41.689558
525685.737767	37.885612
585567.648249	34.428756
652270.826543	31.326762
726572.296868	28.715816
809337.595816	26.322482
901530.854982	24.128620
1004226.032111	22.124837
1118619.421617	20.344513
1246043.590194	18.707446
1387982.899867	17.202110
1546090.799299	15.817904
1722209.084784	14.545081
1918389.355307	13.374678
2136916.911582	12.298455
2380337.377484	11.308833
2651486.353980	10.398842
2953522.450995	9.562076
3289964.082009	8.792642
3664730.449996	8.085123
4082187.202155	7.441340
4547197.285263	6.867774
5065177.594057	6.338417
5642162.072555	5.849862
6284872.003368	5.398964
7000794.303811	4.982821
7798268.740876	4.598753
8686585.081042	4.244288
9676091.306607	3.917146
10778314.159167	3.615218
12006093.414431	3.336563
13373731.452563	3.079386
14897159.866363	2.842032
16594125.048133	2.622973
18484394.917102	2.420798
20589989.195595	2.224092
22935435.916405	2.042652
25548057.149444	1.876014
28458287.276085	1.722970
31700027.518757	1.582411
35311040.855731	1.453319
39333391.921422	1.334758
43813937.016616	1.225869
48804869.936744	1.125864
54364329.976537	1.034016
60557079.193703	0.949662
67455256.821065	0.872189
75139219.615285	0.801036
83698477.931388	0.735688
93232738.427403	0.675671
103853065.545566	0.620550
115683175.300164	0.569926
128860876.443332	0.523432
143539675.796920	0.480731
159890566.450908	0.441728
178104019.659077	0.407847
198392203.635481	0.382212
220991455.098449	0.361428
246165032.353093	0.341774
274206181.982938	0.323188
305441554.874498	0.305613
340235011.368039	0.288994
378991859.860633	0.273279
422163578.236951	0.258418
470253073.127651	0.244365
523820538.260360	0.236405
583489980.147118	0.229791
649956487.125867	0.223363
723994326.432962	0.220466
806465963.629368	0.220507
898332109.447634	0.220547
1000662911.095299	0.220588
1114650418.381917	0.225147
1241622469.887526	0.234087
1383058160.932199	0.243382
1540605073.532881	0.253047
1716098469.058972	0.265371
1911582667.161506	0.278606
2129334860.018888	0.292500
2371891639.310717	0.307087
2642078544.932174	0.331902
2943042979.661385	0.368304
3278290873.202062	0.408697
3651727522.700505	0.453522
4067703085.487143	0.505255
4531063253.987086	0.563122
5047205703.110806	0.627617
5622142967.679423	0.699498
6262572482.343184	0.779612
6975954599.886370	0.868901
7770599496.753075	0.973060
8655763978.154753	1.097754
9641759310.440224	1.238427
10740071336.866467	1.397126
11963494275.995781	1.576163
13326279761.335512	1.778142
14844302858.380358	2.006004
16535246992.986383	2.263066
18418809945.305729	2.553069
20516933308.900139	2.880235
22854058088.000275	3.256511
25457409410.358540	3.686604
28357313672.309635	4.173500
31587551810.458820	4.724701
35185752815.250854	5.348700
39193832070.455269	6.055112
43658479624.776573	6.854820
48631704083.455360	7.769567
54171438455.648743	9.018962
60342215015.090942	10.469267
67215917035.479164	12.152789
74872616157.536453	14.107033
83401505142.223236	16.375531
