3.254116d-03	0.0	0.0	1.000000d+03
3.294815d-03	0.0	0.0	1.000000d+03
3.336022d-03	0.0	0.0	1.000000d+03
3.377745d-03	0.0	0.0	1.000000d+03
3.419990d-03	0.0	0.0	1.000000d+03
3.462763d-03	0.0	0.0	1.000000d+03
3.506071d-03	0.0	0.0	1.000000d+03
3.549921d-03	0.0	0.0	1.000000d+03
3.594319d-03	0.0	0.0	1.000000d+03
3.639272d-03	0.0	0.0	1.000000d+03
3.684788d-03	0.0	0.0	1.000000d+03
3.730872d-03	0.0	0.0	1.000000d+03
3.777534d-03	0.0	0.0	1.000000d+03
3.824778d-03	0.0	0.0	1.000000d+03
3.872614d-03	0.0	0.0	1.000000d+03
3.921048d-03	0.0	0.0	1.000000d+03
3.970088d-03	0.0	0.0	1.000000d+03
4.019741d-03	0.0	0.0	1.000000d+03
4.070015d-03	0.0	0.0	1.000000d+03
4.120917d-03	0.0	0.0	1.000000d+03
4.172457d-03	0.0	0.0	1.000000d+03
4.224641d-03	0.0	0.0	1.000000d+03
4.277478d-03	0.0	0.0	1.000000d+03
4.330975d-03	0.0	0.0	1.000000d+03
4.385142d-03	0.0	0.0	1.000000d+03
4.439986d-03	0.0	0.0	1.000000d+03
4.495515d-03	0.0	0.0	1.000000d+03
4.551740d-03	0.0	0.0	1.000000d+03
4.608668d-03	0.0	0.0	1.000000d+03
4.666307d-03	0.0	0.0	1.000000d+03
4.724668d-03	0.0	0.0	1.000000d+03
4.783758d-03	0.0	0.0	1.000000d+03
4.843587d-03	0.0	0.0	1.000000d+03
4.904165d-03	0.0	0.0	1.000000d+03
4.965500d-03	0.0	0.0	1.000000d+03
5.027603d-03	0.0	0.0	1.000000d+03
5.090482d-03	0.0	0.0	1.000000d+03
5.154147d-03	0.0	0.0	1.000000d+03
5.218609d-03	0.0	0.0	1.000000d+03
5.283877d-03	0.0	0.0	1.000000d+03
5.349961d-03	0.0	0.0	1.000000d+03
5.416872d-03	0.0	0.0	1.000000d+03
5.484620d-03	0.0	0.0	1.000000d+03
5.553215d-03	0.0	0.0	1.000000d+03
5.622668d-03	0.0	0.0	1.000000d+03
5.692989d-03	0.0	0.0	1.000000d+03
5.764190d-03	0.0	0.0	1.000000d+03
5.836282d-03	0.0	0.0	1.000000d+03
5.909275d-03	0.0	0.0	1.000000d+03
5.983181d-03	0.0	0.0	1.000000d+03
6.058011d-03	0.0	0.0	1.000000d+03
6.133777d-03	0.0	0.0	1.000000d+03
6.210491d-03	0.0	0.0	1.000000d+03
6.288164d-03	0.0	0.0	1.000000d+03
6.366809d-03	0.0	0.0	1.000000d+03
6.446437d-03	0.0	0.0	1.000000d+03
6.527061d-03	0.0	0.0	1.000000d+03
6.608694d-03	0.0	0.0	1.000000d+03
6.691347d-03	0.0	0.0	1.000000d+03
6.775035d-03	0.0	0.0	1.000000d+03
6.859768d-03	0.0	0.0	1.000000d+03
6.945562d-03	0.0	0.0	1.000000d+03
7.032429d-03	0.0	0.0	1.000000d+03
7.120382d-03	0.0	0.0	1.000000d+03
7.209435d-03	0.0	0.0	1.000000d+03
7.299602d-03	0.0	0.0	1.000000d+03
7.390896d-03	0.0	0.0	1.000000d+03
7.483332d-03	0.0	0.0	1.000000d+03
7.576925d-03	0.0	0.0	1.000000d+03
7.671688d-03	0.0	0.0	1.000000d+03
7.767636d-03	0.0	0.0	1.000000d+03
7.864784d-03	0.0	0.0	1.000000d+03
7.963147d-03	0.0	0.0	1.000000d+03
8.062740d-03	0.0	0.0	1.000000d+03
8.163579d-03	0.0	0.0	1.000000d+03
8.265679d-03	0.0	0.0	1.000000d+03
8.369056d-03	0.0	0.0	1.000000d+03
8.473726d-03	0.0	0.0	1.000000d+03
8.579705d-03	0.0	0.0	1.000000d+03
8.687010d-03	0.0	0.0	1.000000d+03
8.795656d-03	0.0	0.0	1.000000d+03
8.905662d-03	0.0	0.0	1.000000d+03
9.017043d-03	0.0	0.0	1.000000d+03
9.129817d-03	0.0	0.0	1.000000d+03
9.244002d-03	0.0	0.0	1.000000d+03
9.359614d-03	0.0	0.0	1.000000d+03
9.476673d-03	0.0	0.0	1.000000d+03
9.595196d-03	0.0	0.0	1.000000d+03
9.715201d-03	0.0	0.0	1.000000d+03
9.836707d-03	0.0	0.0	1.000000d+03
9.959732d-03	0.0	0.0	1.000000d+03
1.008430d-02	0.0	0.0	1.000000d+03
1.021042d-02	0.0	0.0	1.000000d+03
1.033812d-02	0.0	0.0	1.000000d+03
1.046741d-02	0.0	0.0	1.000000d+03
1.059833d-02	0.0	0.0	1.000000d+03
1.073088d-02	0.0	0.0	1.000000d+03
1.086509d-02	0.0	0.0	1.000000d+03
1.100097d-02	0.0	0.0	1.000000d+03
1.113856d-02	0.0	0.0	1.000000d+03
1.127787d-02	0.0	0.0	1.000000d+03
1.141892d-02	0.0	0.0	1.000000d+03
1.156173d-02	0.0	0.0	1.000000d+03
1.170633d-02	0.0	0.0	1.000000d+03
1.185274d-02	0.0	0.0	1.000000d+03
1.200098d-02	0.0	0.0	1.000000d+03
1.215107d-02	0.0	0.0	1.000000d+03
1.230305d-02	0.0	0.0	1.000000d+03
1.245692d-02	0.0	0.0	1.000000d+03
1.261271d-02	0.0	0.0	1.000000d+03
1.277046d-02	0.0	0.0	1.000000d+03
1.293017d-02	0.0	0.0	1.000000d+03
1.309189d-02	0.0	0.0	1.000000d+03
1.325563d-02	0.0	0.0	1.000000d+03
1.342141d-02	0.0	0.0	1.000000d+03
1.358927d-02	0.0	0.0	1.000000d+03
1.375923d-02	0.0	0.0	1.000000d+03
1.393131d-02	0.0	0.0	1.000000d+03
1.410555d-02	0.0	0.0	1.000000d+03
1.428196d-02	0.0	0.0	1.000000d+03
1.446058d-02	0.0	0.0	1.000000d+03
1.464144d-02	0.0	0.0	1.000000d+03
1.482456d-02	0.0	0.0	1.000000d+03
1.500996d-02	0.0	0.0	1.000000d+03
1.519769d-02	0.0	0.0	1.000000d+03
1.538777d-02	0.0	0.0	1.000000d+03
1.558022d-02	0.0	0.0	1.000000d+03
1.577508d-02	0.0	0.0	1.000000d+03
1.597237d-02	0.0	0.0	1.000000d+03
1.617213d-02	0.0	0.0	1.000000d+03
1.637439d-02	0.0	0.0	1.000000d+03
1.657919d-02	0.0	0.0	1.000000d+03
1.678654d-02	0.0	0.0	1.000000d+03
1.699648d-02	0.0	0.0	1.000000d+03
1.720905d-02	0.0	0.0	1.000000d+03
1.742428d-02	0.0	0.0	1.000000d+03
1.764221d-02	0.0	0.0	1.000000d+03
1.786285d-02	0.0	0.0	1.000000d+03
1.808626d-02	0.0	0.0	1.000000d+03
1.831246d-02	0.0	0.0	1.000000d+03
1.854149d-02	0.0	0.0	1.000000d+03
1.877339d-02	0.0	0.0	1.000000d+03
1.900818d-02	0.0	0.0	1.000000d+03
1.924591d-02	0.0	0.0	1.000000d+03
1.948662d-02	0.0	0.0	1.000000d+03
1.973033d-02	0.0	0.0	1.000000d+03
1.997709d-02	0.0	0.0	1.000000d+03
2.022694d-02	0.0	0.0	1.000000d+03
2.047992d-02	0.0	0.0	1.000000d+03
2.073605d-02	0.0	0.0	1.000000d+03
2.099540d-02	0.0	0.0	1.000000d+03
2.125798d-02	0.0	0.0	1.000000d+03
2.152385d-02	0.0	0.0	1.000000d+03
2.179304d-02	0.0	0.0	1.000000d+03
2.206560d-02	0.0	0.0	1.000000d+03
2.234157d-02	0.0	0.0	1.000000d+03
2.262099d-02	0.0	0.0	1.000000d+03
2.290391d-02	0.0	0.0	1.000000d+03
2.319036d-02	0.0	0.0	1.000000d+03
2.348040d-02	0.0	0.0	1.000000d+03
2.377407d-02	0.0	0.0	1.000000d+03
2.407140d-02	0.0	0.0	1.000000d+03
2.437246d-02	0.0	0.0	1.000000d+03
2.467728d-02	0.0	0.0	1.000000d+03
2.498591d-02	0.0	0.0	1.000000d+03
2.529841d-02	0.0	0.0	1.000000d+03
2.561481d-02	0.0	0.0	1.000000d+03
2.593517d-02	0.0	0.0	1.000000d+03
2.625953d-02	0.0	0.0	1.000000d+03
2.658795d-02	0.0	0.0	1.000000d+03
2.692048d-02	0.0	0.0	1.000000d+03
2.725717d-02	0.0	0.0	1.000000d+03
2.759807d-02	0.0	0.0	1.000000d+03
2.794323d-02	0.0	0.0	1.000000d+03
2.829271d-02	0.0	0.0	1.000000d+03
2.864657d-02	0.0	0.0	1.000000d+03
2.900484d-02	0.0	0.0	1.000000d+03
2.936760d-02	0.0	0.0	1.000000d+03
2.973489d-02	0.0	0.0	1.000000d+03
3.010678d-02	0.0	0.0	1.000000d+03
3.048332d-02	0.0	0.0	1.000000d+03
3.086457d-02	0.0	0.0	1.000000d+03
3.125058d-02	0.0	0.0	1.000000d+03
3.164143d-02	0.0	0.0	1.000000d+03
3.203716d-02	0.0	0.0	1.000000d+03
3.243784d-02	0.0	0.0	1.000000d+03
3.284354d-02	0.0	0.0	1.000000d+03
3.325430d-02	0.0	0.0	1.000000d+03
3.367021d-02	0.0	0.0	1.000000d+03
3.409131d-02	0.0	0.0	1.000000d+03
3.451768d-02	0.0	0.0	1.000000d+03
3.494939d-02	0.0	0.0	1.000000d+03
3.538649d-02	0.0	0.0	1.000000d+03
3.582907d-02	0.0	0.0	1.000000d+03
3.627717d-02	0.0	0.0	1.000000d+03
3.673088d-02	0.0	0.0	1.000000d+03
3.719027d-02	0.0	0.0	1.000000d+03
3.765540d-02	0.0	0.0	1.000000d+03
3.812635d-02	0.0	0.0	1.000000d+03
3.860318d-02	0.0	0.0	1.000000d+03
3.908598d-02	0.0	0.0	1.000000d+03
3.957482d-02	0.0	0.0	1.000000d+03
4.006978d-02	0.0	0.0	1.000000d+03
4.057092d-02	0.0	0.0	1.000000d+03
4.107833d-02	0.0	0.0	1.000000d+03
4.159209d-02	0.0	0.0	1.000000d+03
4.211227d-02	0.0	0.0	1.000000d+03
4.263896d-02	0.0	0.0	1.000000d+03
4.317224d-02	0.0	0.0	1.000000d+03
4.371219d-02	0.0	0.0	1.000000d+03
4.425888d-02	0.0	0.0	1.000000d+03
4.481242d-02	0.0	0.0	1.000000d+03
4.537288d-02	0.0	0.0	1.000000d+03
4.594035d-02	0.0	0.0	1.000000d+03
4.651491d-02	0.0	0.0	1.000000d+03
4.709667d-02	0.0	0.0	1.000000d+03
4.768569d-02	0.0	0.0	1.000000d+03
4.828209d-02	0.0	0.0	1.000000d+03
4.888594d-02	0.0	0.0	1.000000d+03
4.949735d-02	0.0	0.0	1.000000d+03
5.011640d-02	0.0	0.0	1.000000d+03
5.074319d-02	0.0	0.0	1.000000d+03
5.137783d-02	0.0	0.0	1.000000d+03
5.202040d-02	0.0	0.0	1.000000d+03
5.267101d-02	0.0	0.0	1.000000d+03
5.332975d-02	0.0	0.0	1.000000d+03
5.399673d-02	0.0	0.0	1.000000d+03
5.467206d-02	0.0	0.0	1.000000d+03
5.535583d-02	0.0	0.0	1.000000d+03
5.604815d-02	0.0	0.0	1.000000d+03
5.674914d-02	0.0	0.0	1.000000d+03
5.745889d-02	0.0	0.0	1.000000d+03
5.817751d-02	0.0	0.0	1.000000d+03
5.890512d-02	0.0	0.0	1.000000d+03
5.964184d-02	0.0	0.0	1.000000d+03
6.038777d-02	0.0	0.0	1.000000d+03
6.114302d-02	0.0	0.0	1.000000d+03
6.190772d-02	0.0	0.0	1.000000d+03
6.268199d-02	0.0	0.0	1.000000d+03
6.346594d-02	0.0	0.0	1.000000d+03
6.425969d-02	0.0	0.0	1.000000d+03
6.506338d-02	0.0	0.0	1.000000d+03
6.587711d-02	0.0	0.0	1.000000d+03
6.670102d-02	0.0	0.0	1.000000d+03
6.753524d-02	0.0	0.0	1.000000d+03
6.837988d-02	0.0	0.0	1.000000d+03
6.923510d-02	0.0	0.0	1.000000d+03
7.010100d-02	0.0	0.0	1.000000d+03
7.097774d-02	0.0	0.0	1.000000d+03
7.186544d-02	0.0	0.0	1.000000d+03
7.276425d-02	0.0	0.0	1.000000d+03
7.367430d-02	0.0	0.0	1.000000d+03
7.459572d-02	0.0	0.0	1.000000d+03
7.552868d-02	0.0	0.0	1.000000d+03
