           6           1   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020   9.3965168561776648E-020
           6           2   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019   1.1473223104106778E-019
           6           3   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019   3.7999654489952741E-019
           6           4   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017   4.7714262616773045E-017
           6           5   3.0790630673286946E-014   3.3684277794002954E-014   4.2051826109189754E-014   6.3698101525082382E-014   1.1236319933456334E-013   2.0216540569106028E-013   3.2478261813188747E-013   4.2728070556537786E-013   4.5668204106561877E-013   4.3403142029253456E-013   4.1267045152830807E-013   4.1396826706672881E-013   4.3623045522823263E-013   4.6779419305010318E-013   4.9082590442274874E-013   4.9082590449239387E-013   4.6779419305010318E-013   4.3623045538672350E-013   4.1396826713650718E-013   4.1267045152940233E-013   4.3403142013154246E-013   4.5668204087874290E-013   4.2728070556081221E-013   3.2478261775778787E-013   2.0216540525928010E-013   1.1236319787692329E-013   6.3698097681986678E-014   4.2051827255146849E-014   3.3684274346301337E-014   3.0790632121066439E-014
           7           1   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020   2.7681321245637048E-020
           7           2   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020   3.4821290516734662E-020
           7           3   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020   5.3504429532969874E-020
           7           4   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020   9.3984472234126739E-020
           7           5   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018   1.5955935261747655E-018
           7           6   6.5909272558278808E-015   6.6081640059024763E-015   6.6586129251853687E-015   6.7931407578287681E-015   7.1197111335443841E-015   7.8382681001829406E-015   9.2624695749395584E-015   1.1781923331693010E-014   1.5712386422227452E-014   2.1047355887212087E-014   2.7269380711107257E-014   3.3446744865388439E-014   3.8626195580721570E-014   4.2206558419548925E-014   4.3994443415686328E-014   4.3994443202863646E-014   4.2206560286301634E-014   3.8626196055327156E-014   3.3446746499879987E-014   2.7269382281382047E-014   2.1047356009875995E-014   1.5712391084402218E-014   1.1781929417075096E-014   9.2624751703468786E-015   7.8382759470518398E-015   7.1197161331248890E-015   6.7931497622432368E-015   6.6586104534180210E-015   6.6081653978691237E-015   6.5909272451681209E-015
           8           1   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021   4.5278499587245518E-021
           8           2   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021   5.9716061343159573E-021
           8           3   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020   1.0220344308842454E-020
           8           4   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020   2.1827106175474249E-020
           8           5   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020   5.3522302607180547E-020
           8           6   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019   1.6367629709927535E-019
           8           7   1.3495923768949601E-015   1.3504078142895528E-015   1.3528074913579511E-015   1.3592459895778439E-015   1.3749395920096301E-015   1.4097427366217318E-015   1.4799874534707721E-015   1.6085768719339120E-015   1.8213048877496817E-015   2.1378577031667030E-015   2.5583873382557728E-015   3.0508069335129145E-015   3.5472864412401248E-015   3.9560365040822062E-015   4.1879349071801955E-015   4.1879312709026257E-015   3.9560348896273520E-015   3.5472912163263819E-015   3.0508113978499857E-015   2.5583812980447922E-015   2.1378622733468690E-015   1.8212990754447081E-015   1.6085719695593828E-015   1.4799931789627830E-015   1.4097516129193813E-015   1.3749384199203145E-015   1.3592443880448782E-015   1.3528059520473285E-015   1.3504034700190454E-015   1.3495940036927693E-015
           9           1   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022   4.2523270182730576E-022
           9           2   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022   5.7877907267938494E-022
           9           3   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021   1.0619095639151507E-021
           9           4   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021   2.5682912040184118E-021
           9           5   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021   7.8400402524357997E-021
           9           6   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020   2.7707365826701211E-020
           9           7   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020   9.4033288213034210E-020
           9           8   2.6018428862449734E-016   2.6021776887500549E-016   2.6034599269163715E-016   2.6070960747025430E-016   2.6161271399456210E-016   2.6360233477138368E-016   2.6767362328646519E-016   2.7508911376057967E-016   2.8737209200742716E-016   3.0567785060794055E-016   3.3000436434573320E-016   3.5856937331178722E-016   3.8738284695214135E-016   4.1115183218961730E-016   4.2466432167309282E-016   4.2466382638050331E-016   4.1115645478073558E-016   3.8738779419884373E-016   3.5856465658163925E-016   3.3001412383479013E-016   3.0567353462502261E-016   2.8736570939707919E-016   2.7508157011420003E-016   2.6766064929517884E-016   2.6358754170594061E-016   2.6161439521441666E-016   2.6071041990774659E-016   2.6034644696104030E-016   2.6021527337000963E-016   2.6018429640082472E-016
          10           1   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023   2.3612601409842469E-023
          10           2   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023   3.2856953521209746E-023
