  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.5153221E-06  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.5782012E-06  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.6487520E-06  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.7279120E-06  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.8167301E-06  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.9163867E-06  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.1028203E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.1153662E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.1294431E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.1452374E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.1629592E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.1828433E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.2051534E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.2301860E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.2582728E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.2897869E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.3251464E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.3648201E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.4093350E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.4592811E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.5153221E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.5782009E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.6487520E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.7279120E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.8167306E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.9163867E-05  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.1028203E-04  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.1153662E-04  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.1294431E-04  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.1452375E-04  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.1629591E-04  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.1828432E-04  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.2051534E-04  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.2301860E-04  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.2582729E-04  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.2897869E-04  0.0000000E+00  0.0000000E+00  0.1000000E+05
  0.3251462E-04  0.0000000E+00  0.0000000E+00  0.1000000E+05
