  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.5153221E-08  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.5782012E-08  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.6487520E-08  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.7279120E-08  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.8167302E-08  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.9163867E-08  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.1028203E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.1153662E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.1294431E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.1452374E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.1629592E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.1828433E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.2051534E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.2301860E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.2582728E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.2897869E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.3251464E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.3648201E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.4093350E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.4592811E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.5153221E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.5782009E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.6487520E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.7279120E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.8167306E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.9163867E-07  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.1028203E-06  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.1153662E-06  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.1294431E-06  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.1452375E-06  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.1629592E-06  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.1828432E-06  0.0000000E+00  0.0000000E+00  0.1000000E+07
  0.2051534E-06  0.0000000E+00  0.0000000E+00  0.1000000E+07
